,titles,first_ps,authors,reply_lps,reply_qs,found_time,ltimes,year,fields
69,不知道你们听过武志红心理学课里的一个案例，有一个女的离婚了好,不知道你们听过武志红心理学课里的一个案例，有一个女的离婚了好几次，每次离婚都是因为被家暴，而且老公都是平时很温和的人，我听了后感触很深，回想到非暴力沟通这本书里的好多金典语录，无非就是没有正确处理矛盾冲突的意识和实践方法，但是客观的讲我觉得现在男女平等时代，应该客观正确看待家暴，分情况，不能一概而论，还是要多看书多提高思维境界啊，动手怎么都是词穷无奈之举，不说失败吧至少应该明白自己的性格和认知缺陷,残念a,贴吧用户_...,1,2020/5/21,11月4日,2020,6075349410
70,求你别再家暴了？,今天见到有人当街训斥，一个年龄比较大的人声音特别大，还很凶，旁边站着几个小青年，比较年轻，无可奈何的样子！回家我就和我妈说了，然后她竟然说有错就要当面训！我真的无法理解！这些所谓的教育观！ 父母管不了孩子，进行家暴什么时候就有正当理由了！为什么？每一个孩子就是家长的 缩影，他们身上有着来自父母的各一半的基因，为什么他们做的事在父母眼里就是不可以，难道是父母忘记自己小时候什么样子了吗？ 每个人都是从一个,贴吧用户_...,贴吧用户_...,0,2019/3/1,11月4日,2020,7064676703
71,因腿残疾不能走。亲戚介绍了个对象 说人老实不爱说话反应稍微迟,因腿残疾不能走。亲戚介绍了个对象 说人老实不爱说话反应稍微迟钝 只办酒席 没结婚证 前段时间还动手打我 他爸妈还整天催生 。看到他动手打我更是迫不及待 让生孩子 。我是不会生的 过不下去了 我要怎么办,杨咩m,杨咩m,41,2020/11/4,11月4日,2020,6973339527
72,男人都这么会伪装吗？我老公大我八岁，婚前宠我爱我，结果刚刚结,男人都这么会伪装吗？我老公大我八岁，婚前宠我爱我，结果刚刚结婚10几天就本性暴露了，掐着我的脖子连扇我5个巴掌，手臂也是一片淤青，事后又一副可怜兮兮的表情，我无法原谅他却又不知道该怎样做。,小竹笋,杨小杨双子,3,2020/9/22,11月4日,2020,7035081797
73,又被他家暴了，如何才能离开他，他真变态,又被他家暴了，如何才能离开他，他真变态,宝宝不要哭4,杨小杨双子,13,2020/10/22,11月4日,2020,7021725147
74,无数次被他打得进医院 满身是伤 我现在都有阴影了 我哭的整个,无数次被他打得进医院 满身是伤 我现在都有阴影了 我哭的整个世界都是黑暗的 我不敢出门不敢出去 我怕 我整个人都很崩溃很无助 而对方还很嚣张很开心的威胁我 怎么会有这样的人啊 还让我还他钱 什么我们在一起吃喝的玩 大家都有付出 凭什么要我还 而且那些是他自愿的 难道谈恋爱不是相互的吗 女生就该吃亏吗？我想就算你不谈恋爱出去找也得花钱吧 何况我也有付出 为什么要这样对我 我真的好绝望啊?? 我想死的心都有了#家暴#,北笙h,杨小杨双子,8,2020/10/16,11月4日,2020,6921115167
75,想咨询一下各位网友，这种家暴的情况该如何处理？我爸爸56了，,想咨询一下各位网友，这种家暴的情况该如何处理？ 我爸爸56了，我妈妈也50多了，自打我记事起，爸爸妈妈经常会因为一些琐事而吵闹，爸爸要动手打妈妈，但是都不严重，就是会摔东西扔东西砸我妈妈，会扇几巴掌，这么多年来没有进过医院，也没有造成什么伤口，就是很轻微轻微的那种，最近这几天闹了一次大，扔手机砸我妈妈，我妈妈就跑了，然后他就开车去追，结果我妈妈藏起来报警了，等他回家时家门口已经站了好几个警察，我爸爸居然,贵州茅台...,小凡爱灵,7,2020/9/2,11月3日,2020,6940125949
76,爸爸家暴妈妈，没有直接证据，只有见证人做的口供，而且扇脸现在,爸爸家暴妈妈，没有直接证据，只有见证人做的口供，而且扇脸现在已经没有痕迹了怎么办！怎样才能保护妈妈？我要崩溃了，父母现在还吵着架，我一个孩子能做什么吖！,生生之形,不爱奶茶...,5,2020/9/11,10月31日,2020,6937584763
77,#家暴#幻想着坐拥金山银山的父母，对现实不满，虐待子女，还美,#家暴#幻想着坐拥金山银山的父母，对现实不满，虐待子女，还美其名曰教育。,错位的怀疑,永思吾爱,1,2020/9/9,10月29日,2020,7023952388
78,反家暴法的生命力在于有效执行（转自百度）,如果没有法律，道德将苍白无力。多少家门内 痛苦的哭泣和呻吟，多少被“家务事”掩盖的血泪悲剧告诉我们，要让暴力远离家庭，很有必要立起“国法”来管好“家事”。 只有家庭不再隔离于社会、同样作为公民的家庭成员才能免于家庭暴力带来的恐惧。 无数深刻的教训让人惊醒：当爱、道德和伦理不能护佑家庭的幸福安宁，就只能通过法律来呵护和托底。 二十年磨一剑，终于到了初试锋芒的时刻。《反家庭暴力法》的出台并实施，意味着自此,磊哥12338,香蕉不拿,8,2020/10/17,10月28日,2020,7046938846
79,我自懂事开始我一犯错母亲就打错毫不讲理 至今为止还这个样，丝,我自懂事开始我一犯错母亲就打错毫不讲理 至今为止还这个样，丝毫不讲理，说着是我好，不像别人慢慢说到，不给别人说理的机会，从小被她打到大，现在还这个样，一直就这个样 还有揭我老底跟外人传播丝毫不给我留面子，,白菜兄弟,白菜兄弟,6,2020/10/27,10月28日,2020,7016361340
80,家暴的人是不是有喜欢虐待动物的毛病?我忽然间发现这两种心态是,家暴的人是不是有喜欢虐待动物的毛病?我忽然间发现这两种心态是很像的。我刚才看见一个人说他发现打女人还挺爽的，爽这个字，虐待动物也是这种心理，欺负弱小者有种很爽的快感，你叫的越惨他就越感到快乐。所以被家暴的人其实是被当成小动物般虐待了吗，在施暴者眼里不过是个玩具。,LiLiCo,摩柯珞嘉,3,2020/10/13,10月27日,2020,7009464594
81,家暴只有一次跟无数次,家暴只有一次跟无数次,什么心态我,摩柯珞嘉,21,2020/10/10,10月27日,2020,7020907581
82,【邪恶的英/国】长期对澳/大/利/亚实施冷暴力,【邪恶的英/国】长期对澳/大/利/亚实施冷暴力,贴吧用户_...,贴吧用户_...,16,2020/10/15,10月27日,2020,7047464642
83,我想问各位一个问题，一个女人，宁愿牺牲自己的自由与幸福，宁愿,我想问各位一个问题，一个女人，宁愿牺牲自己的自由与幸福，宁愿得罪所有的朋友，同时，宁愿让小孩受虐待以及自己被家暴，让小孩子在家暴当中成长，现在两个小孩都有暴力倾向了，都不愿意离婚，她这么做的目的是什么？想听听大家的见解……#家暴#,Jackin摩羯,什么心态我,3,2020/10/27,10月27日,2020,7044527474
84,我这算是家暴吗？情侣之间互殴算是家暴吗？,（内容可能会较长） 前提:高三在一起的，今年是在一起第五年。之前一直上大学处于异地恋，虽然容易吵架但是好的很快。今年毕业了，目前我有工作，他明年毕业下周开学，所以他目前还没找工作。今年八月同居到现在中途他回家了两周，每天争吵不断，就在昨晚因为琐碎的小事再加上之前积累的怨气，我们终于打架了。 性格:我是一个狮子座女生，吃软不吃硬，吵架起来极其倔强不怕死那种。他是一个巨蟹男生，初期他脾气很大，戾气挺重，后,子妍Wow,涛雪未来...,14,2020/10/26,10月26日,2020,6908395846
85,怀孕3个月被老公打，该怎么办，走不出来这个阴影,怀孕3个月被老公打，该怎么办，走不出来这个阴影,带你上安...,郭树清贾...,1,2020/8/27,10月26日,2020,7040270715
86,喝点酒回来先踢了我几脚，我知道他喝酒了没理他就去另外一个房间,喝点酒回来先踢了我几脚，我知道他喝酒了没理他就去另外一个房间了，他追过来就打我，***都不知道我做错了什么，过后他爸跟我说别人问了就说自己碰的别说打的，两年前的事了照片我还留着。现在还打，没这次打的厉害，大多数冷战，我的孩子我舍不得，如果离婚这辈子都见不到他们了，他不会让我看孩子的。所以一直再坚持，我不知道还能忍多久,后知后觉f...,野原向...,193,2020/10/24,10月24日,2020,5364928206
87,双节同庆 家国同心 佳节同欢乐，祝各位吧友吉祥如意！！,国庆是举国欢庆、祝福祖国的重要时刻；中秋是阖家团圆、共享天伦的传统节日。今年，国庆与中秋相遇， “家”与“国”在时间上的相连、文化上的相牵，更让人有家国之思，感家国之情。 在此，我谨代表家暴吧吧务组祝全体吧友双节快乐，吉祥如意！！,寒潭玄曳...,温柔的小...,133,2017/10/1,10月23日,2020,6991922906
88,经常听到对面楼的女童 哭喊，她妈妈打她，估计3-5岁，这种该,经常听到对面楼的女童 哭喊，她妈妈打她，估计3-5岁，这种该怎么办,九九,顽童之心6,3,2020/10/1,10月22日,2020,6746514626
89,家暴男是不是平时对老婆都特别好,我老公除了家暴的时候特别吓人，生完气了对我特别特别好，好到让我不忍心说走就走。你们也是一样吗？,路过11086,小竹笋,157,2020/6/13,10月22日,2020,4992448234
90,一个所谓的父亲,对现实不满，因为心理自卑，每天只会打骂子女来找尊严和存在感！有不少人会说你爸打你是为你好，那我问下，在饭桌上吃饭，饭吃完了问你吃了几块肥肉，几块瘦肉，说不出来就要发脾气甚至打人，走路走一截路，问你走了多少步，答不出来就发脾气，打人！我现在被确诊重度抑郁，不知道那些宣扬父慈子孝的人，这个时候是不是又该来指责我的是非,错位的怀疑,l理论家,1,2017/2/1,10月21日,2020,7023958092
91,突然刷到家暴吧，感谢贴吧，希望把我的经历讲出来，内心得到些许,突然刷到家暴吧，感谢贴吧，希望把我的经历讲出来，内心得到些许放松，减少一点痛苦的折磨。,挽青丝,挽青丝,63,2020/10/17,10月20日,2020,6655528521
92,妻子在情绪激动时动手打丈夫算家暴吗？,我妻子性格比较强硬，一句话说的不中听就是又吵又闹。再吵闹过程中一直有动手打人的习惯。最近一次在我开车时，为一点小事发生争吵，大家互相恶语了几句，她拿手机砸中我太阳穴位置，还好当时车速比较慢，并没发生别的事故。请问她这样算家暴吗？,Unicorn918,贴吧用户_...,9,2020/5/2,10月20日,2020,6892138092
93,想请问下头部两块有轻微明显肿起算轻伤么？被家里的姐姐拿高跟鞋,想请问下头部两块有轻微明显肿起算轻伤么？被家里的姐姐拿高跟鞋和瓷盘子猛砸头部，报警警察是不是只会按照民事纠纷来算。,贴吧用户_...,贴吧用户_...,0,2020/8/19,10月19日,2020,7027824160
94,未来的社会，有希望杜绝家暴么？,家庭暴力给家人造成了极大的伤害 如何杜绝家暴行为的存在？,听到,听到,4,2020/10/19,10月18日,2020,7023203589
95,#家暴#爸妈60多了，每天半夜吵架，有时爸爸还动手打妈妈，我,#家暴#爸妈60多了，每天半夜吵架，有时爸爸还动手打妈妈，我试着调解过，还会动手打我（我是个孕妇），每天半夜吵到三四点，妈妈到客厅或者厕所躲着他还会追出来墨迹，翻来覆去说这几十年发生的事，觉得所有人都对不起他，还扬言如果离婚，要杀了我们所有人，我该怎么办？,一言难尽...,bigban,4,2020/10/16,10月17日,2020,7007257138
